10,3,0,82.0
10,3,1,82.0
10,3,2,81.0
10,3,3,80.0
10,4,0,64.0
10,4,1,64.0
10,4,2,63.0
10,4,3,62.0
10,4,4,63.0
10,5,0,46.0
10,5,1,47.0
10,5,2,45.0
10,5,3,45.0
10,5,4,45.0
10,5,5,45.0
10,6,0,29.0
10,6,1,30.0
10,6,2,28.0
10,6,3,28.0
10,6,4,28.0
10,6,5,28.0
10,6,6,26.0
10,7,0,14.0
10,7,1,14.0
10,7,2,13.0
10,7,3,12.0
10,7,4,13.0
10,7,5,13.0
10,7,6,12.0
10,7,7,11.0
10,8,0,3.0
10,8,1,3.0
10,8,2,3.0
10,8,3,2.0
10,8,4,2.0
10,8,5,3.0
10,8,6,2.0
10,8,7,2.0
10,8,8,2.0
10,9,0,0.0
10,9,1,0.0
10,9,2,0.0
10,9,3,0.0
10,9,4,0.0
10,9,5,0.0
10,9,6,0.0
10,9,7,0.0
10,9,8,0.0
10,9,9,0.0
10,10,0,0.0
10,10,1,0.0
10,10,2,0.0
10,10,3,0.0
10,10,4,0.0
10,10,5,0.0
10,10,6,0.0
10,10,7,0.0
10,10,8,0.0
10,10,9,0.0
10,10,10,0.0
11,3,0,82.0
11,3,1,82.0
11,3,2,81.0
11,3,3,81.0
11,4,0,64.0
11,4,1,64.0
11,4,2,63.0
11,4,3,63.0
11,4,4,63.0
11,5,0,47.0
11,5,1,47.0
11,5,2,46.0
11,5,3,45.0
11,5,4,45.0
11,5,5,45.0
11,6,0,30.0
11,6,1,30.0
11,6,2,29.0
11,6,3,28.0
11,6,4,28.0
11,6,5,28.0
11,6,6,26.0
11,7,0,14.0
11,7,1,14.0
11,7,2,13.0
11,7,3,12.0
11,7,4,13.0
11,7,5,12.0
11,7,6,12.0
11,7,7,11.0
11,8,0,3.0
11,8,1,3.0
11,8,2,3.0
11,8,3,2.0
11,8,4,2.0
11,8,5,2.0
11,8,6,2.0
11,8,7,2.0
11,8,8,2.0
11,9,0,0.0
11,9,1,0.0
11,9,2,0.0
11,9,3,0.0
11,9,4,0.0
11,9,5,0.0
11,9,6,0.0
11,9,7,0.0
11,9,8,0.0
11,9,9,0.0
11,10,0,0.0
11,10,1,0.0
11,10,2,0.0
11,10,3,0.0
11,10,4,0.0
11,10,5,0.0
11,10,6,0.0
11,10,7,0.0
11,10,8,0.0
11,10,9,0.0
11,10,10,0.0
11,11,0,0.0
11,11,1,0.0
11,11,2,0.0
11,11,3,0.0
11,11,4,0.0
11,11,5,0.0
11,11,6,0.0
11,11,7,0.0
11,11,8,0.0
11,11,9,0.0
11,11,10,0.0
11,11,11,0.0
12,3,0,82.0
12,3,1,82.0
12,3,2,81.0
12,3,3,80.0
12,4,0,65.0
12,4,1,65.0
12,4,2,63.0
12,4,3,63.0
12,4,4,62.0
12,5,0,47.0
12,5,1,47.0
12,5,2,45.0
12,5,3,46.0
12,5,4,45.0
12,5,5,45.0
12,6,0,30.0
12,6,1,30.0
12,6,2,28.0
12,6,3,28.0
12,6,4,28.0
12,6,5,28.0
12,6,6,26.0
12,7,0,14.0
12,7,1,14.0
12,7,2,13.0
12,7,3,13.0
12,7,4,12.0
12,7,5,12.0
12,7,6,11.0
12,7,7,11.0
12,8,0,3.0
12,8,1,3.0
12,8,2,3.0
12,8,3,2.0
12,8,4,2.0
12,8,5,2.0
12,8,6,2.0
12,8,7,2.0
12,8,8,1.0
12,9,0,0.0
12,9,1,0.0
12,9,2,0.0
12,9,3,0.0
12,9,4,0.0
12,9,5,0.0
12,9,6,0.0
12,9,7,0.0
12,9,8,0.0
12,9,9,0.0
12,10,0,0.0
12,10,1,0.0
12,10,2,0.0
12,10,3,0.0
12,10,4,0.0
12,10,5,0.0
12,10,6,0.0
12,10,7,0.0
12,10,8,0.0
12,10,9,0.0
12,10,10,0.0
12,11,0,0.0
12,11,1,0.0
12,11,2,0.0
12,11,3,0.0
12,11,4,0.0
12,11,5,0.0
12,11,6,0.0
12,11,7,0.0
12,11,8,0.0
12,11,9,0.0
12,11,10,0.0
12,11,11,0.0
12,12,0,0.0
12,12,1,0.0
12,12,2,0.0
12,12,3,0.0
12,12,4,0.0
12,12,5,0.0
12,12,6,0.0
12,12,7,0.0
12,12,8,0.0
12,12,9,0.0
12,12,10,0.0
12,12,11,0.0
12,12,12,0.0
13,3,0,83.0
13,3,1,83.0
13,3,2,81.0
13,3,3,81.0
13,4,0,65.0
13,4,1,65.0
13,4,2,63.0
13,4,3,63.0
13,4,4,62.0
13,5,0,47.0
13,5,1,47.0
13,5,2,45.0
13,5,3,45.0
13,5,4,45.0
13,5,5,45.0
13,6,0,30.0
13,6,1,30.0
13,6,2,28.0
13,6,3,28.0
13,6,4,27.0
13,6,5,28.0
13,6,6,26.0
13,7,0,14.0
13,7,1,14.0
13,7,2,12.0
13,7,3,13.0
13,7,4,12.0
13,7,5,12.0
13,7,6,11.0
13,7,7,11.0
13,8,0,3.0
13,8,1,3.0
13,8,2,2.0
13,8,3,2.0
13,8,4,2.0
13,8,5,2.0
13,8,6,2.0
13,8,7,2.0
13,8,8,1.0
13,9,0,0.0
13,9,1,0.0
13,9,2,0.0
13,9,3,0.0
13,9,4,0.0
13,9,5,0.0
13,9,6,0.0
13,9,7,0.0
13,9,8,0.0
13,9,9,0.0
13,10,0,0.0
13,10,1,0.0
13,10,2,0.0
13,10,3,0.0
13,10,4,0.0
13,10,5,0.0
13,10,6,0.0
13,10,7,0.0
13,10,8,0.0
13,10,9,0.0
13,10,10,0.0
13,11,0,0.0
13,11,1,0.0
13,11,2,0.0
13,11,3,0.0
13,11,4,0.0
13,11,5,0.0
13,11,6,0.0
13,11,7,0.0
13,11,8,0.0
13,11,9,0.0
13,11,10,0.0
13,11,11,0.0
13,12,0,0.0
13,12,1,0.0
13,12,2,0.0
13,12,3,0.0
13,12,4,0.0
13,12,5,0.0
13,12,6,0.0
13,12,7,0.0
13,12,8,0.0
13,12,9,0.0
13,12,10,0.0
13,12,11,0.0
13,12,12,0.0
13,13,0,0.0
13,13,1,0.0
13,13,2,0.0
13,13,3,0.0
13,13,4,0.0
13,13,5,0.0
13,13,6,0.0
13,13,7,0.0
13,13,8,0.0
13,13,9,0.0
13,13,10,0.0
13,13,11,0.0
13,13,12,0.0
13,13,13,0.0
14,3,0,83.0
14,3,1,83.0
14,3,2,81.0
14,3,3,81.0
14,4,0,65.0
14,4,1,65.0
14,4,2,63.0
14,4,3,63.0
14,4,4,63.0
14,5,0,47.0
14,5,1,47.0
14,5,2,45.0
14,5,3,45.0
14,5,4,45.0
14,5,5,44.0
14,6,0,29.0
14,6,1,29.0
14,6,2,28.0
14,6,3,28.0
14,6,4,28.0
14,6,5,27.0
14,6,6,26.0
14,7,0,13.0
14,7,1,14.0
14,7,2,12.0
14,7,3,12.0
14,7,4,12.0
14,7,5,12.0
14,7,6,11.0
14,7,7,11.0
14,8,0,3.0
14,8,1,3.0
14,8,2,2.0
14,8,3,2.0
14,8,4,2.0
14,8,5,2.0
14,8,6,2.0
14,8,7,2.0
14,8,8,1.0
14,9,0,0.0
14,9,1,0.0
14,9,2,0.0
14,9,3,0.0
14,9,4,0.0
14,9,5,0.0
14,9,6,0.0
14,9,7,0.0
14,9,8,0.0
14,9,9,0.0
14,10,0,0.0
14,10,1,0.0
14,10,2,0.0
14,10,3,0.0
14,10,4,0.0
14,10,5,0.0
14,10,6,0.0
14,10,7,0.0
14,10,8,0.0
14,10,9,0.0
14,10,10,0.0
14,11,0,0.0
14,11,1,0.0
14,11,2,0.0
14,11,3,0.0
14,11,4,0.0
14,11,5,0.0
14,11,6,0.0
14,11,7,0.0
14,11,8,0.0
14,11,9,0.0
14,11,10,0.0
14,11,11,0.0
14,12,0,0.0
14,12,1,0.0
14,12,2,0.0
14,12,3,0.0
14,12,4,0.0
